GUID,model,sku,isbn,image,price,my_purchase_price,default_price,weight,length,width,height,name,description,meta_title,meta_description,category_name
239,MC009,MC009,6912802142908,catalog/goods-images/MC009.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Обезьяна (цветная)","Сборная деревянная цветная модель ""Обезьяна (цветная)"", артикул: MC009. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
240,M002,M002,6912802030175,catalog/goods-images/M002.jpg,0.0000,0.0000,198.0000,0.28000000,18.50000000,1.20000000,23.00000000,Бык,"Сборная деревянная модель ""Бык"", артикул: M002. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
241,M017,M017,6912802030205,catalog/goods-images/M017.jpg,0.0000,0.0000,198.0000,0.28000000,18.50000000,1.20000000,23.00000000,Кенгуру,"Сборная деревянная модель ""Кенгуру"", артикул: M017. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
242,M031,M031,6937890500997,catalog/goods-images/M031.jpg,0.0000,0.0000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,"Благородный олень","Сборная деревянная модель ""Благородный олень"", артикул: M031. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
243,MC010,MC010,6912802141741,catalog/goods-images/MC010.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Петух (цветной)","Сборная деревянная цветная модель ""Петух (цветной)"", артикул: MC010. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
244,M002A,M002A,6912802144858,catalog/goods-images/M002A.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Бык (малый)","Сборная деревянная модель ""Бык (малый)"", артикул: M002A. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
245,M018,M018,6912802030212,catalog/goods-images/M018.jpg,0.0000,0.0000,198.0000,0.28000000,18.50000000,1.20000000,23.00000000,"Белый носорог","Сборная деревянная модель ""Белый носорог"", артикул: M018. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
246,M032,M032,6912802030045,catalog/goods-images/M032.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Кенгуру (малый)","Сборная деревянная модель ""Кенгуру (малый)"", артикул: M032. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
247,MC013,MC013,6912802143363,catalog/goods-images/MC013.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Крокодил (цветной)","Сборная деревянная цветная модель ""Крокодил (цветной)"", артикул: MC013. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
248,M003,M003,6912802030298,catalog/goods-images/M003.jpg,0.0000,0.0000,297.0000,0.42000000,37.00000000,0.90000000,23.00000000,Тигр,"Сборная деревянная модель ""Тигр"", артикул: M003. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
249,M018A,M018A,6912802144872,catalog/goods-images/M018A.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,"Белый носорог (малый)","Сборная деревянная модель ""Белый носорог (малый)"", артикул: M018A. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
250,M036,M036,6912802141116,catalog/goods-images/M036.jpg,0.0000,0.0000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,Верблюд,"Сборная деревянная модель ""Верблюд"", артикул: M036. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
251,MC016,MC016,6912802142236,catalog/goods-images/MC016.jpg,0.0000,0.0000,386.1000,0.42000000,37.00000000,0.90000000,23.00000000,"Слон (цветной)","Сборная деревянная цветная модель ""Слон (цветной)"", артикул: MC016. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
252,M003A,M003A,,catalog/goods-images/M003A.jpg,0.0000,0.0000,,0.14000000,18.50000000,0.60000000,23.00000000,"Тигр (малый)","Сборная деревянная модель ""Тигр (малый)"", артикул: M003A. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
253,M019,M019,6912802030229,catalog/goods-images/M019.jpg,0.0000,0.0000,198.0000,0.28000000,18.50000000,1.20000000,23.00000000,Бегемот,"Сборная деревянная модель ""Бегемот"", артикул: M019. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
254,M037,M037,6912802141901,catalog/goods-images/M037.jpg,0.0000,0.0000,99.0000,0.14000000,18.50000000,0.60000000,23.00000000,Белка,"Сборная деревянная модель ""Белка"", артикул: M037. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
255,EC023,EC023,6912802141734,catalog/goods-images/EC023.jpg,0.0000,0.0000,193.0500,0.21000000,18.50000000,0.90000000,23.00000000,"Лошадь (цветная)","Сборная деревянная цветная модель ""Лошадь (цветная)"", артикул: EC023. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
256,E013,E013,6912802010344,catalog/goods-images/E013.jpg,0.0000,0.0000,297.0000,0.42000000,37.00000000,0.90000000,23.00000000,Лев,"Сборная деревянная модель ""Лев"", артикул: E013. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
257,E023,E023,6912802010191,catalog/goods-images/E023.jpg,0.0000,0.0000,148.5000,0.21000000,18.50000000,0.90000000,23.00000000,Лошадь,"Сборная деревянная модель ""Лошадь"", артикул: E023. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
258,E041,E041,6912802141338,catalog/goods-images/E041.jpg,0.0000,0.0000,198.0000,0.28000000,37.00000000,0.60000000,23.00000000,"Летучая мышь","Сборная деревянная модель ""Летучая мышь"", артикул: E041. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
259,EC013,EC013,6912802143370,catalog/goods-images/EC013.jpg,0.0000,0.0000,386.1000,0.42000000,37.00000000,0.90000000,23.00000000,"Лев (цветной)","Сборная деревянная цветная модель ""Лев (цветной)"", артикул: EC013. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
260,PH023,PH023,6937890510651,catalog/goods-images/PH023.jpg,0.0000,0.0000,1.0000,1.27000000,37.00000000,2.70000000,23.00000000,"Кукольный домик","Сборная деревянная модель ""Кукольный домик"", артикул: PH023. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
261,G-DH001,G-DH001,6912802142403,catalog/goods-images/G-DH001.jpg,0.0000,0.0000,1.0000,1.36000000,22.50000000,3.00000000,36.50000000,"Готический дом малый","Сборная деревянная модель ""Готический дом малый"", артикул: G-DH001. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
262,G-DH002,G-DH002,6912802144186,catalog/goods-images/G-DH002.jpg,0.0000,0.0000,1.0000,0.95000000,22.50000000,2.10000000,36.50000000,"Дом с портиком малый","Сборная деревянная модель ""Дом с портиком малый"", артикул: G-DH002. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
263,G-DH003,G-DH003,6912802144193,catalog/goods-images/G-DH003.jpg,0.0000,0.0000,1.0000,1.09000000,22.50000000,2.40000000,36.50000000,"Дом с верандой малый","Сборная деревянная модель ""Дом с верандой малый"", артикул: G-DH003. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
264,G-DH004,G-DH004,6912802142410,catalog/goods-images/G-DH004.jpg,0.0000,0.0000,1.0000,1.36000000,22.50000000,3.00000000,36.50000000,"Королевская вилла","Сборная деревянная модель ""Королевская вилла"", артикул: G-DH004. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).",0,,,
265,G-DH005,G-DH005,6912802144209,catalog/goods-images/DH005.jpg,0.0000,0.0000,1.0000,0.95000000,22.50000000,2.10000000,36.50000000,"Дом-мечта малый","Сборная деревянная модель ""Дом-мечта малый"", артикул: G-DH005. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
266,DH001,DH001,6912802120012,catalog/goods-images/DH001.jpg,0.0000,0.0000,2.0000,2.43000000,29.50000000,3.30000000,45.00000000,"Готический Дом","Сборная деревянная модель ""Готический Дом"", артикул: DH001. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
267,DH002,DH002,6912802120029,catalog/goods-images/DH002.jpg,0.0000,0.0000,2.0000,1.54000000,29.50000000,2.10000000,45.00000000,"Дом с портиком","Сборная деревянная модель ""Дом с портиком"", артикул: DH002. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
268,DH003,DH003,6912802120036,catalog/goods-images/DH003.jpg,0.0000,0.0000,2.0000,1.54000000,29.50000000,2.10000000,45.00000000,"Дом с верандой","Сборная деревянная модель ""Дом с верандой"", артикул: DH003. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
269,DH004,DH004,6912802120043,catalog/goods-images/DH004.jpg,0.0000,0.0000,2.0000,2.43000000,29.50000000,3.30000000,45.00000000,"Вилла Королевская фантазия","Сборная деревянная модель ""Вилла ""Королевская фантазия"", артикул: DH004. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
270,DH005,DH005,6912802120050,catalog/goods-images/DH005.jpg,0.0000,0.0000,2.0000,1.54000000,29.50000000,2.10000000,45.00000000,"Дом мечты","Сборная деревянная модель ""Дом мечты"", артикул: DH005. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
271,P126,P126,6912802141574,catalog/goods-images/P126.jpg,0.0000,0.0000,346.5000,0.42000000,37.00000000,0.90000000,23.00000000,"Конные экипажи",,"летучая, колесница, конные, экипажи летучая, конные, p126",,"Конные экипажи - ","Конные экипажи"
272,P217,P217,6937890511054,catalog/goods-images/P217.jpg,0.0000,0.0000,618.7500,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"галеон, корабли галеон, корабли, p217",,"Корабли - ",Корабли
273,P218,P218,6937890511061,catalog/goods-images/P218.jpg,0.0000,0.0000,618.7500,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"парусный, фрегат, корабли парусный, корабли, p218",,"Корабли - ",Корабли
274,PC041,PC041,6912802142984,catalog/goods-images/PC041.jpg,0.0000,0.0000,257.4000,0.28000000,37.00000000,0.60000000,23.00000000,Корабли,,"яхта, (цветная), корабли яхта, корабли, pc041",,"Корабли - ",Корабли
275,PC045,PC045,6912802142991,catalog/goods-images/PC045.jpg,400.0000,200.0000,386.1000,0.42000000,37.00000000,0.90000000,23.00000000,Корабли,,"корабль, джонка, (цветной), корабли корабль, джонка, корабли, pc045",,"Корабли - ",Корабли
276,PC049,PC049,6912802143004,catalog/goods-images/PC049.jpg,0.0000,0.0000,519.7500,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"парусник, (цветной), корабли парусник, корабли, pc049",,"Корабли - ",Корабли
277,PC128,PC128,6912802142694,catalog/goods-images/PC128.jpg,0.0000,0.0000,643.5000,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"парусник, орел, (цветной), корабли парусник, орел, корабли, pc128",,"Корабли - ",Корабли
278,PC129,PC129,6912802143387,catalog/goods-images/noimage.gif,0.0000,0.0000,643.5000,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"ганзейский, парусник, (цветной), корабли ганзейский, корабли, pc129",,"Корабли - ",Корабли
279,PC130,PC130,6912802143066,catalog/goods-images/PC130.jpg,0.0000,0.0000,643.5000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"финикийский, парусник, (цветной), корабли финикийский, корабли, pc130",,"Корабли - ",Корабли
280,PC131,PC131,6912802142687,catalog/goods-images/PC131.jpg,0.0000,0.0000,643.5000,0.42000000,37.00000000,0.90000000,23.00000000,Корабли,,"парусник, династии, мин, (цветной), корабли парусник, мин, корабли, pc131",,"Корабли - ",Корабли
281,P150,P150,6912802144315,catalog/goods-images/P150.jpg,0.0000,0.0000,495.0000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"шхуна, корабли шхуна, корабли, p150",,"Корабли - ",Корабли
282,P199,P199,6937890509037,catalog/goods-images/P199.jpg,0.0000,0.0000,544.5000,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"пиратский, корабль, корабли пиратский, корабли, p199",,"Корабли - ",Корабли
283,P216,P216,6937890511047,catalog/goods-images/P216.jpg,0.0000,0.0000,742.5000,0.85000000,37.00000000,1.80000000,23.00000000,Корабли,,"линкор, принц, уэльский, корабли линкор, принц, уэльский, корабли, p216",,"Корабли - ",Корабли
284,P085,P085,6937890501895,catalog/goods-images/P085.jpg,0.0000,0.0000,396.0000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"лодка, дракона, корабли лодка, дракона, корабли, p085",,"Корабли - ",Корабли
285,P119,P119,6912802141536,catalog/goods-images/P119.jpg,0.0000,0.0000,396.0000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"круизный, лайнер, корабли круизный, корабли, p119",,"Корабли - ",Корабли
286,P128,P128,6912802141598,catalog/goods-images/P128.jpg,0.0000,0.0000,544.5000,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"парусник, орел, корабли парусник, орел, корабли, p128",,"Корабли - ",Корабли
287,P129,P129,6912802141604,catalog/goods-images/P129.jpg,580.0000,290.0000,544.5000,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"ганзейский, парусник, корабли ганзейский, корабли, p129",,"Корабли - ",Корабли
288,P130,P130,6912802141611,catalog/goods-images/P130.jpg,0.0000,0.0000,495.0000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"финикийский, парусник, корабли финикийский, корабли, p130",,"Корабли - ",Корабли
289,P131,P131,6912802141628,catalog/goods-images/P131.jpg,0.0000,0.0000,495.0000,0.42000000,37.00000000,0.90000000,23.00000000,Корабли,,"парусник, династии, мин, корабли парусник, мин, корабли, p131",,"Корабли - ",Корабли
290,P149,P149,,catalog/goods-images/P149.jpg,0.0000,0.0000,435.6000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"галера, корабли галера, корабли, p149",,"Корабли - ",Корабли
291,P045,P045,6912802040808,catalog/goods-images/P045.jpg,0.0000,0.0000,297.0000,0.42000000,37.00000000,0.90000000,23.00000000,Корабли,,"корабль, джонка, корабли корабль, джонка, корабли, p045",,"Корабли - ",Корабли
292,P046,P046,6912802040815,catalog/goods-images/P046.jpg,0.0000,0.0000,297.0000,0.42000000,37.00000000,0.90000000,23.00000000,Корабли,,"корабль, сторожевик, корабли корабль, сторожевик, корабли, p046",,"Корабли - ",Корабли
293,P047,P047,6912802040891,catalog/goods-images/P047.jpg,0.0000,0.0000,396.0000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"крейсер, корабли крейсер, корабли, p047",,"Корабли - ",Корабли
294,P048,P048,6912802040983,catalog/goods-images/P048.jpg,0.0000,0.0000,495.0000,0.70000000,37.00000000,1.50000000,23.00000000,Корабли,,"корабль, авианосец, корабли корабль, авианосец, корабли, p048",,"Корабли - ",Корабли
295,P049,P049,6937890501536,catalog/goods-images/P049.jpg,0.0000,0.0000,396.0000,0.56000000,37.00000000,1.20000000,23.00000000,Корабли,,"парусник, корабли парусник, корабли, p049",,"Корабли - ",Корабли
296,P049A,P049A,6912802144612,catalog/goods-images/P049A.jpg,370.0000,185.0000,247.5000,0.28000000,18.50000000,1.20000000,23.00000000,Корабли,,"парусник, (малый), корабли парусник, корабли, p049a",,"Корабли - ",Корабли
297,P037,P037,6912802040488,catalog/goods-images/P037.jpg,0.0000,0.0000,198.0000,0.28000000,18.50000000,1.20000000,23.00000000,Корабли,,"скоростной, катер, корабли скоростной, корабли, p037",,"Корабли - ",Корабли
298,P038,P038,6912802040662,catalog/goods-images/P038.jpg,0.0000,0.0000,247.5000,0.35000000,37.00000000,0.90000000,23.00000000,Корабли,,"ракетный, катер, корабли ракетный, корабли, p038",,"Корабли - ",Корабли
299,P041,P041,6912802040501,catalog/goods-images/P041.jpg,0.0000,0.0000,198.0000,0.28000000,37.00000000,0.60000000,23.00000000,Корабли,,"яхта, корабли яхта, корабли, p041",,"Корабли - ",Корабли
300,P042,P042,6912802040518,catalog/goods-images/P042.jpg,0.0000,0.0000,198.0000,0.28000000,37.00000000,0.60000000,23.00000000,Корабли,,"подводная, лодка, корабли подводная, корабли, p042",,"Корабли - ",Корабли
301,80106,80106,6912802143493,catalog/goods-images/80106.jpg,245.0000,122.5000,163.3500,0.21000000,18.50000000,0.90000000,23.00000000,Корабли,,"корабль, викингов, корабли корабль, корабли, 80106",,"Корабли - ",Корабли
302,PC077,PC077,6912802145084,catalog/goods-images/PC077.jpg,0.0000,0.0000,519.7500,0.56000000,37.00000000,1.20000000,23.00000000,"Мебельный гарнитур (цветной)","Сборная деревянная цветная модель ""Мебельный гарнитур (цветной)"", артикул: PC077. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой).  ",0,,,
303,PC008,PC008,6912802142878,catalog/goods-images/PC008.jpg,0.0000,0.0000,128.7000,0.14000000,18.50000000,0.60000000,23.00000000,"Мебель для отдыха (цветная)","Сборная деревянная цветная модель ""Мебель для отдыха (цветная)"", артикул: PC008. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
304,PC009,PC009,6912802143332,catalog/goods-images/PC009.jpg,0.0000,0.0000,128.7000,0.14000000,18.50000000,0.60000000,23.00000000,"Часы, лампа и камин (цветные)","Сборная деревянная цветная модель ""Часы, лампа и камин (цветные)"", артикул: PC009. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
305,PC010,PC010,6912802145015,catalog/goods-images/PC010.jpg,0.0000,0.0000,128.7000,0.14000000,18.50000000,0.60000000,23.00000000,"Спальня (цветная)","Сборная деревянная цветная модель ""Спальня (цветная)"", артикул: PC010. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
306,PC011,PC011,6912802144810,catalog/goods-images/PC011.jpg,0.0000,0.0000,128.7000,0.14000000,18.50000000,0.60000000,23.00000000,"Столовая (цветная)","Сборная деревянная цветная модель ""Столовая (цветная)"", артикул: PC011. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции. Для прочности соединений рекомендуется использовать клей ПВА (не токсичен, не имеет запаха, после высыхания становится прозрачным, имеет эластичный клеевой шов, при загустевании может быть разбавлен водой). ",0,,,
